title,director,cast,genres,revenue,vote_average,popularity
And So It Goes (2014),Rob Reiner,Michael Douglas / Diane Keaton / Sterling Jerins,Comedy / Drama / Romance,25312387,5.7,9.633711
The Last Legion (2007),Doug Lefler,Colin Firth / Ben Kingsley / Aishwarya Rai Bachchan,Action / Adventure / Fantasy / War,25303038,5.0,12.282911
Enough Said (2013),Nicole Holofcener,Julia Louis-Dreyfus / Catherine Keener / James Gandolfini,Comedy / Drama / Romance,25288872,6.6,14.969093
North Country (2005),Niki Caro,Charlize Theron / Elle Peterson / Thomas Curtis,Drama,25224242,6.8,12.779201
Biutiful (2010),Alejandro González Iñárritu,Javier Bardem / Maricel Álvarez / Hanaa Bouchaib,Drama,25147786,7.0,13.930763
Midnight in the Garden of Good and Evil (1997),Clint Eastwood,John Cusack / Kevin Spacey / Jude Law,Crime / Drama / Mystery / Thriller,25105255,6.3,5.525544
The Wood (1999),Rick Famuyiwa,Omar Epps / Richard T. Jones / Taye Diggs,Comedy / Drama / Romance,25059640,7.1,5.537646
Wyatt Earp (1994),Lawrence Kasdan,Kevin Costner / Dennis Quaid / Gene Hackman,Drama / Action / Western,25052000,6.5,13.859307
Grindhouse (2007),Robert Rodriguez,Kurt Russell / Zoë Bell / Rosario Dawson,Thriller / Action / Horror,25037897,6.8,16.637642
Free State of Jones (2016),Gary Ross,Matthew McConaughey / Gugu Mbatha-Raw / Mahershala Ali,War / Action / Drama / History / Thriller,25035950,6.6,21.589393
Kingpin (1996),Bobby Farrelly,Woody Harrelson / Randy Quaid / Vanessa Angel,Comedy,25023434,6.7,17.329269
Gettysburg (1993),Ronald F. Maxwell,Jeff Daniels / Tom Berenger / Martin Sheen,War / Drama / History,25000000,6.6,5.529035
Logan's Run (1976),Michael Anderson,Michael York / Richard Jordan / Jenny Agutter,Adventure / Action / Romance / Science Fiction,25000000,6.6,12.268143
The Apartment (1960),Billy Wilder,Jack Lemmon / Shirley MacLaine / Fred MacMurray,Comedy / Drama / Romance,25000000,8.1,22.889294
Some Like It Hot (1959),Billy Wilder,Marilyn Monroe / Tony Curtis / Jack Lemmon,Comedy / Romance,25000000,8.0,39.30982
Fright Night (2011),Craig Gillespie,Anton Yelchin / Colin Farrell / Toni Collette,Horror / Comedy,24922237,6.0,18.27083
Catch-22 (1970),Mike Nichols,Alan Arkin / Martin Balsam / Richard Benjamin,War / Comedy / Drama,24911670,6.7,4.504377
The 33 (2015),Patricia Riggen,Antonio Banderas / Rodrigo Santoro / Juliette Binoche,Drama / History,24902723,6.0,10.699952
Seed of Chucky (2004),Don Mancini,Brad Dourif / Jennifer Tilly / Billy Boyd,Drama / Horror / Comedy,24829644,4.9,12.653831
Race (2016),Stephen Hopkins,Stephan James / Jason Sudeikis / Carice van Houten,Action / Drama,24804129,7.1,22.9951
Thank You for Smoking (2005),Jason Reitman,Aaron Eckhart / Maria Bello / Cameron Bright,Comedy / Drama,24793509,7.1,29.01153
The Craft (1996),Andrew Fleming,Robin Tunney / Fairuza Balk / Neve Campbell,Drama / Fantasy / Horror / Thriller,24769466,6.3,19.517239
Rendition (2007),Gavin Hood,Omar Metwally / Reese Witherspoon / Jake Gyllenhaal,Drama / Thriller,24748670,6.2,12.741073
Big Miracle (2012),Ken Kwapis,Drew Barrymore / John Krasinski / Kristen Bell,Adventure / Drama / Romance,24719215,6.6,8.303696
Sparkle (2012),Salim Akil,Whitney Houston / Cee Lo Green / Derek Luke,Drama / Music,24637469,5.8,2.698185
Mad Max 2: The Road Warrior (1981),George Miller,Mel Gibson / Bruce Spence / Michael Preston,Adventure / Action / Thriller / Science Fiction,24600832,7.3,37.117362
Sicko (2007),Michael Moore,Michael Moore / George W. Bush / Bill Clinton,Documentary,24538513,7.3,14.098952
Sling Blade (1996),Billy Bob Thornton,Billy Bob Thornton / Dwight Yoakam / J. T. Walsh,Drama,24475416,7.4,14.805264
The Next Best Thing (2000),John Schlesinger,Madonna / Rupert Everett / Benjamin Bratt,Comedy,24362772,4.3,3.707511
Renaissance Man (1994),Penny Marshall,Danny DeVito / Mark Wahlberg / Gregory Hines,Comedy / War,24332324,5.9,4.516953
Trance (2013),Danny Boyle,James McAvoy / Vincent Cassel / Rosario Dawson,Thriller / Crime / Drama / Mystery,24261569,6.5,38.802415
Fair Game (2010),Doug Liman,Naomi Watts / Sean Penn / Ty Burrell,Drama / Thriller,24188922,6.5,12.54949
Hearts in Atlantis (2001),Scott Hicks,Anthony Hopkins / Anton Yelchin / Hope Davis,Drama / Mystery,24185781,6.4,7.06762
Wanderlust (2012),David Wain,Paul Rudd / Jennifer Aniston / Justin Theroux,Comedy,24159934,5.3,20.908494
Let Me In (2010),Matt Reeves,Kodi Smit-McPhee / Chloë Grace Moretz / Richard Jenkins,Drama / Horror / Mystery,24145613,6.7,19.705311
Lord of War (2005),Andrew Niccol,Nicolas Cage / Bridget Moynahan / Jared Leto,Crime / Drama / Thriller,24127895,7.0,34.828241
Virtuosity (1995),Brett Leonard,Denzel Washington / Russell Crowe / Kelly Lynch,Action / Crime / Science Fiction / Thriller,24048000,5.4,5.301589
Observe and Report (2009),Jody Hill,Seth Rogen / Anna Faris / Michael Peña,Comedy / Crime / Drama,24007324,5.6,10.529143
Underdogs (2013),Juan José Campanella,Juan José Campanella / Diego Ramos / Pablo Rago,Animation / Adventure / Romance,24000000,6.0,14.866351
Love the Coopers (2015),Jessie Nelson,Steve Martin / Diane Keaton / John Goodman,Comedy / Family,24000000,5.4,9.191187
Corky Romano (2001),Rob Pritts,Chris Kattan / Vinessa Shaw / Peter Falk,Action / Comedy / Crime,23978402,4.1,3.495758
Stormbreaker (2006),Geoffrey Sax,Alex Pettyfer / Sarah Bolger / Ewan McGregor,Adventure / Action / Family,23937870,5.1,16.282962
Harold & Kumar Go to White Castle (2004),Danny Leiner,John Cho / Kal Penn / Paula Garcés,Comedy / Adventure,23936908,6.6,18.514292
American History X (1998),Tony Kaye,Edward Norton / Edward Furlong / Beverly D'Angelo,Drama,23875127,8.2,73.567232
Sympathy for Lady Vengeance (2005),Park Chan-wook,Choi Min-sik / Lee Young-ae / Kwon Yea-young,Drama / Thriller,23803308,7.4,17.074843
Network (1976),Sidney Lumet,Faye Dunaway / William Holden / Peter Finch,Drama,23689877,7.7,17.234745
The Best Years of Our Lives (1946),William Wyler,Fredric March / Myrna Loy / Dana Andrews,Drama / History / Romance,23650000,7.6,8.38717
The Glass House (2001),Daniel Sackheim,Leelee Sobieski / Diane Lane / Stellan Skarsgård,Drama / Thriller,23619609,5.4,9.448517
The Losers (2010),Sylvain White,Jeffrey Dean Morgan / Zoe Saldana / Chris Evans,Action / Adventure / Crime / Mystery / Thriller,23580000,6.2,24.903418
Hustle & Flow (2005),Craig Brewer,Terrence Howard / Anthony Anderson / Taryn Manning,Drama,23563727,6.9,6.39503
God's Not Dead 2 (2016),Harold Cronk,Hayley Orrantia / Melissa Joan Hart / Jesse Metcalfe,Drama,23507567,5.7,6.96858
Tomcats (2001),Gregory Poirier,Jerry O'Connell / Shannon Elizabeth / Jake Busey,Comedy / Romance,23430766,4.9,7.063053
Antwone Fisher (2002),Denzel Washington,Derek Luke / Malcolm David Kelley / Cory Hodges,Drama / Romance,23367586,6.7,13.349012
The Usual Suspects (1995),Bryan Singer,Stephen Baldwin / Gabriel Byrne / Chazz Palminteri,Drama / Crime / Thriller,23341568,8.1,64.025031
Alatriste (2006),Agustín Díaz Yanes,Viggo Mortensen / Elena Anaya / Unax Ugalde,Action,23321954,5.6,6.009644
Under the Same Moon (2008),Patricia Riggen,Kate del Castillo / Adrián Alonso Barona / Eugenio Derbez,Drama,23311391,7.0,2.756435
The Remains of the Day (1993),James Ivory,Anthony Hopkins / Emma Thompson / James Fox,Drama / Romance,23237911,7.5,15.355589
The Way Way Back (2013),Nat Faxon,Liam James / Steve Carell / Toni Collette,Comedy / Drama,23198652,7.1,32.14444
The Iron Giant (1999),Brad Bird,Eli Marienthal / Jennifer Aniston / Vin Diesel,Adventure / Animation / Family / Fantasy / Science Fiction,23159305,7.6,61.245957
Air Bud (1997),Charles Martin Smith,Kevin Zegers / Wendy Makkena / Michael Jeter,Comedy / Family / Drama,23144499,5.3,11.241802
Faster (2010),"George Tillman, Jr.",Dwayne Johnson / Billy Bob Thornton / Maggie Grace,Crime / Drama / Action / Thriller,23081726,6.1,26.324874
Warrior (2011),Gavin O'Connor,Tom Hardy / Jennifer Morrison / Nick Nolte,Action / Drama,23057115,7.7,51.915025
Aquamarine (2006),Elizabeth Allen Rosenbaum,Emma Roberts / Joanna 'JoJo' Levesque / Sara Paxton,Fantasy / Romance / Family / Comedy,23006849,5.8,16.931846
Raging Bull (1980),Martin Scorsese,Robert De Niro / Joe Pesci / Cathy Moriarty,Drama,23000000,7.7,35.524457
Domino (2005),Tony Scott,Keira Knightley / Mickey Rourke / Edgar Ramírez,Action / Crime,22944502,6.0,18.394571
Armored (2009),Nimród Antal,Columbus Short / Laurence Fishburne / Skeet Ulrich,Action / Crime / Drama / Thriller,22942221,5.5,15.21229
Young Adult (2011),Jason Reitman,Charlize Theron / Patton Oswalt / Patrick Wilson,Comedy / Drama,22939027,5.6,16.183746
Rounders (1998),John Dahl,Matt Damon / John Turturro / Gretchen Mol,Drama / Crime,22921898,6.9,18.422008
The Wind That Shakes the Barley (2006),Ken Loach,Cillian Murphy / Pádraic Delaney / Liam Cunningham,Drama / History / War,22889018,7.1,6.787967
Being John Malkovich (1999),Spike Jonze,John Cusack / Cameron Diaz / Catherine Keener,Fantasy / Drama / Comedy,22863596,7.3,27.546914
A Perfect Getaway (2009),David Twohy,Milla Jovovich / Timothy Olyphant / Steve Zahn,Thriller / Mystery / Adventure,22852638,6.2,20.792603
U2 3D (2007),Mark Pellington,Bono / The Edge / Adam Clayton,Music / Documentary,22730842,6.7,0.335195
Drive Me Crazy (1999),John Schultz,Melissa Joan Hart / Stephen Collins / Adrian Grenier,Drama / Comedy / Romance / Family,22593409,5.8,4.482714
Baggage Claim (2013),David E. Talbert,Paula Patton / Adam Brody / Djimon Hounsou,Comedy,22456509,5.6,11.436405
Swimming Pool (2003),François Ozon,Charlotte Rampling / Ludivine Sagnier / Charles Dance,Thriller / Crime,22441323,6.4,11.000654
City By The Sea (2002),Michael Caton-Jones,Robert De Niro / James Franco / Frances McDormand,Crime / Drama / Mystery,22433915,5.7,3.476966
Deuce Bigalow: European Gigolo (2005),Mike Bigelow,Rob Schneider / Eddie Griffin / Jeroen Krabbé,Comedy,22400154,4.7,10.259461
The Railway Man (2013),Jonathan Teplitzky,Jeremy Irvine / Colin Firth / Stellan Skarsgård,Drama / History,22309223,6.7,13.916583
Reign Over Me (2007),Mike Binder,Adam Sandler / Don Cheadle / Jada Pinkett Smith,Drama,22222308,7.1,20.82778
Doomsday (2008),Neil Marshall,Rhona Mitra / Bob Hoskins / Malcolm McDowell,Action / Thriller / Science Fiction,22211426,5.8,21.538222
Don Juan DeMarco (1994),Jeremy Leven,Johnny Depp / Marlon Brando / Faye Dunaway,Romance / Drama / Comedy,22200000,6.2,8.870614
Waitress (2007),Adrienne Shelly,Keri Russell / Nathan Fillion / Andy Griffith,Comedy,22179430,6.7,9.67299
A Nightmare on Elm Street 5: The Dream Child (1989),Stephen Hopkins,Robert Englund / Lisa Wilcox / Erika Anderson,Horror / Thriller,22168359,5.5,12.654051
The Marine (2006),John Bonito,John Cena / Kelly Carlson / Robert Patrick,Action / Adventure / Drama / Thriller,22165608,5.0,7.679336
A Thousand Words (2012),Brian Robbins,Eddie Murphy / Allison Janney / Cliff Curtis,Drama / Comedy,22044277,6.0,13.119133
Little Black Book (2004),Nick Hurran,Brittany Murphy / Holly Hunter / Kathy Bates,Comedy / Romance / Drama,22034832,5.2,6.246199
The Big Parade (1925),King Vidor,John Gilbert / Renée Adorée / Hobart Bosworth,Drama / Romance / War,22000000,7.0,0.785744
Friday the 13th: A New Beginning (1985),Danny Steinmann,Melanie Kinnaman / John Shepherd / Shavar Ross,Horror / Thriller,21930418,5.1,12.639469
The Inhabited Island (2008),Fyodor Bondarchuk,Vasily Stepanov / Pyotr Fyodorov / Юлия Снигирь,Action / Fantasy / Science Fiction / Thriller,21834845,5.3,2.785832
The Big Wedding (2013),Justin Zackham,Robert De Niro / Diane Keaton / Katherine Heigl,Comedy,21819348,5.7,18.84332
Melancholia (2011),Lars von Trier,Kirsten Dunst / Charlotte Gainsbourg / Kiefer Sutherland,Drama / Science Fiction,21817298,7.0,36.173598
Mr. 3000 (2004),Charles Stone III,Bernie Mac / Angela Bassett / Michael Rispoli,Comedy / Drama,21800302,5.0,2.850896
My Blueberry Nights (2007),Wong Kar-wai,Norah Jones / Jude Law / Natalie Portman,Drama / Romance,21786738,6.0,10.733761
Friday the 13th Part 2 (1981),Steve Miner,Amy Steel / John Furey / Adrienne King,Horror / Thriller,21722776,6.0,16.517777
Mud (2013),Jeff Nichols,Matthew McConaughey / Tye Sheridan / Jacob Lofland,Drama,21587700,7.0,17.663353
Black or White (2014),Mike Binder,Kevin Costner / Jillian Estell / Jennifer Ehle,Drama,21571189,6.5,12.172131
He Got Game (1998),Spike Lee,Denzel Washington / Ray Allen / Milla Jovovich,Drama,21567853,6.7,10.232599
Just Wright (2010),Sanaa Hamri,Queen Latifah / Common / Paula Patton,Comedy / Drama / Romance,21520719,6.1,10.409253
Black Christmas (2006),Glen Morgan,Katie Cassidy / Michelle Trachtenberg / Kristen Cloke,Horror / Thriller,21510851,4.8,4.134327
The Right Stuff (1983),Philip Kaufman,Fred Ward / Dennis Quaid / Ed Harris,Drama / History,21500000,7.3,17.567332
Our Family Wedding (2010),Rick Famuyiwa,Forest Whitaker / America Ferrera / Carlos Mencia,Comedy,21409028,5.7,6.733485
Battlefield Earth (2000),Roger Christian,John Travolta / Barry Pepper / Forest Whitaker,Action / Science Fiction / War,21400000,3.0,7.89147
The Fog (1980),John Carpenter,Adrienne Barbeau / Jamie Lee Curtis / Janet Leigh,Horror,21378361,6.4,14.518598
To Die For (1995),Gus Van Sant,Nicole Kidman / Matt Dillon / Joaquin Phoenix,Fantasy / Drama / Comedy / Thriller,21284514,6.7,12.309715
Michael Jordan to the Max (2000),James D. Stern,Michael Jordan / Phil Jackson / Bob Costas,Documentary,21268532,7.5,1.830306
ATL (2006),Christian Robinson,T.I. / Evan Ross / Jackie Long,Drama,21170563,6.0,5.422285
Fifty Shades of Black (2016),Michael Tiddes,Marlon Wayans / Kali Hawk / Fred Willard,Romance / Comedy,21164799,4.3,14.947588
Mindhunters (2004),Renny Harlin,LL Cool J / Jonny Lee Miller / Kathryn Morris,Mystery / Thriller / Crime,21148829,6.3,17.193659
Stir of Echoes (1999),David Koepp,Kevin Bacon / Kathryn Erbe / Illeana Douglas,Horror / Mystery / Thriller,21133087,6.5,6.044161
The Jacket (2005),John Maybury,Adrien Brody / Keira Knightley / Kris Kristofferson,Drama / Mystery / Thriller / Fantasy,21126225,6.8,24.240361
Beasts of the Southern Wild (2012),Benh Zeitlin,Quvenzhané Wallis / Dwight Henry / Levy Easterly,Drama / Fantasy,21107746,6.8,12.471239
The Wiz (1978),Sidney Lumet,Diana Ross / Michael Jackson / Nipsey Russell,Adventure / Family / Fantasy / Music,21049053,5.9,2.753313
Creepshow (1982),George A. Romero,Hal Holbrook / Adrienne Barbeau / Fritz Weaver,Horror / Comedy / Fantasy,21028755,6.7,13.661289
Flight of the Phoenix (2004),John Moore,Dennis Quaid / Tyrese Gibson / Giovanni Ribisi,Action / Adventure / Drama / Thriller,21009180,5.7,20.374308
Tea with Mussolini (1999),Franco Zeffirelli,Cher / Judi Dench / Joan Plowright,Comedy / Drama / War,21001563,5.8,2.238646
Flicka (2006),Michael Mayer,Tim McGraw / Maria Bello / Armie Hammer,Drama,21000000,6.1,3.043589
A Room with a View (1985),James Ivory,Maggie Smith / Helena Bonham Carter / Denholm Elliott,Drama / Romance,20966644,6.9,7.961559
Super Mario Bros. (1993),Annabel Jankel,Bob Hoskins / John Leguizamo / Dennis Hopper,Adventure / Comedy / Family / Fantasy,20915465,4.0,14.587367
Amores perros (2000),Alejandro González Iñárritu,Gael García Bernal / Vanessa Bauche / Goya Toledo,Drama / Thriller,20908467,7.6,23.281616
EuroTrip (2004),Jeff Schaffer,Scott Mechlowicz / Jacob Pitts / Michelle Trachtenberg,Comedy,20796847,6.5,25.848003
The Dead Zone (1983),David Cronenberg,Christopher Walken / Brooke Adams / Tom Skerritt,Horror / Science Fiction / Thriller,20766616,6.9,16.78512
Mao's Last Dancer (2009),Bruce Beresford,Chi Cao / Chengwu Guo / Wen Bin Huang,Drama / Romance,20719451,6.8,1.876811
Once (2007),John Carney,Glen Hansard / Markéta Irglová / Hugh Walsh,Drama / Music / Romance,20710513,7.3,19.052179
The Man from Snowy River (1982),George T. Miller,Tom Burlinson / Terence Donovan / Kirk Douglas,Family / Drama / Action / Western / Romance,20659423,6.8,3.656491
Pandorum (2009),Christian Alvart,Ben Foster / Dennis Quaid / Cam Gigandet,Action / Horror / Mystery / Science Fiction / Thriller,20645327,6.5,28.353517
Boys and Girls (2000),Robert Iscove,Freddie Prinze Jr. / Claire Forlani / Jason Biggs,Comedy / Drama / Romance,20627372,5.4,9.119797
Keanu (2016),Peter Atencio,Jordan Peele / Keegan-Michael Key / Tiffany Haddish,Action / Comedy,20566327,6.0,18.268009
Country Strong (2010),Shana Feste,Gwyneth Paltrow / Garrett Hedlund / Tim McGraw,Drama / Romance,20529194,5.9,7.809701
My Life in Ruins (2009),Donald Petrie,Nia Vardalos / Richard Dreyfuss / Alexis Georgoulis,Comedy / Romance,20455276,5.6,5.787891
The Adventures of Ford Fairlane (1990),Renny Harlin,Andrew Dice Clay / Wayne Newton / Priscilla Presley,Action / Comedy / Thriller / Crime / Mystery,20423389,6.2,2.808428
The Boy in the Striped Pyjamas (2008),Mark Herman,Asa Butterfield / Jack Scanlon / Vera Farmiga,War / Drama,20416563,7.7,34.821223
Duel in the Sun (1946),King Vidor,Jennifer Jones / Joseph Cotten / Gregory Peck,Western,20400000,6.2,7.60445
Polisse (2011),Maïwenn,Karin Viard / JoeyStarr / Marina Foïs,Drama,20374201,7.9,14.038703
Showgirls (1995),Paul Verhoeven,Elizabeth Berkley / Kyle MacLachlan / Gina Gershon,Drama,20350754,4.9,14.513305
Reno 911!: Miami (2007),Ben Garant,Lennie Loftin / Danny DeVito / Ben Garant,Action / Adventure / Comedy / Crime,20342161,5.6,4.207456
Labor Day (2013),Jason Reitman,Josh Brolin / Kate Winslet / Gattlin Griffith,Drama,20275812,6.7,17.683563
Action Jackson (1988),Craig R. Baxley,Carl Weathers / Craig T. Nelson / Vanity,Action / Adventure / Comedy / Crime / Drama,20256975,4.9,6.872784
Winged Migration (2001),Jacques Perrin,Philippe Labro / Jacques Perrin,Documentary,20217080,7.0,3.75074
Appaloosa (2008),Ed Harris,Viggo Mortensen / Ed Harris / Renée Zellweger,Drama / Western / Crime,20211394,6.3,16.074397
The NeverEnding Story (1984),Wolfgang Petersen,Barret Oliver / Gerald McRaney / Noah Hathaway,Drama / Family / Fantasy / Adventure,20158808,7.0,47.862016
The Namesake (2006),Mira Nair,Kal Penn / Tabu / Irrfan Khan,Drama,20138836,6.8,3.604863
Mulholland Drive (2001),David Lynch,Naomi Watts / Laura Harring / Ann Miller,Thriller / Drama / Mystery,20117339,7.6,31.60985
Flipper (1996),Alan Shapiro,Elijah Wood / Paul Hogan / Jonathan Banks,Adventure / Family,20080020,5.3,4.475007
Barry Lyndon (1975),Stanley Kubrick,Ryan O'Neal / Marisa Berenson / Hardy Krüger,Drama / Romance / War,20000000,7.7,29.543331
Sweet Charity (1969),Bob Fosse,Shirley MacLaine / John McMartin / Ricardo Montalban,Comedy / Drama / Music / Romance,20000000,6.5,0.709143
Ballistic: Ecks vs. Sever (2002),Wych Kaosayananda,Antonio Banderas / Lucy Liu / Gregg Henry,Action / Adventure / Thriller,19924033,4.3,8.37378
Nighthawks (1981),Bruce Malmuth,Sylvester Stallone / Rutger Hauer / Billy Dee Williams,Action / Crime / Thriller,19905359,6.4,7.058868
Hard Rain (1998),Mikael Salomon,Morgan Freeman / Christian Slater / Randy Quaid,Thriller,19870567,5.5,10.930537
Blindness (2008),Fernando Meirelles,Julianne Moore / Mark Ruffalo / Alice Braga,Drama / Mystery / Science Fiction / Thriller,19844979,6.4,17.603823
Amour (2012),Michael Haneke,Emmanuelle Riva / Jean-Louis Trintignant / Isabelle Huppert,Drama / Romance,19839492,7.5,17.151293
My Soul to Take (2010),Wes Craven,Max Thieriot / John Magaro / Denzel Whitaker,Drama / Horror / Mystery / Thriller,19829957,5.2,7.001176
Vampire in Brooklyn (1995),Wes Craven,Eddie Murphy / Angela Bassett / Allen Payne,Comedy / Horror / Romance,19800000,4.5,6.772615
The Diving Bell and the Butterfly (2007),Julian Schnabel,Mathieu Amalric / Emmanuelle Seigner / Marie-Josée Croze,Drama,19777647,7.4,13.65494
Broken City (2013),Allen Hughes,Mark Wahlberg / Russell Crowe / Catherine Zeta-Jones,Thriller / Crime / Drama,19701164,5.7,29.490057
Summer Catch (2001),Mike Tollin,Freddie Prinze Jr. / Jessica Biel / Fred Ward,Drama / Comedy / Romance,19693891,4.8,3.960098
Left Behind (2014),Vic Armstrong,Nicolas Cage / Chad Michael Murray / Lea Thompson,Thriller / Action / Science Fiction,19682924,3.7,33.452469
The Thing (1982),John Carpenter,Kurt Russell / Keith David / Wilford Brimley,Horror / Mystery / Science Fiction,19629760,7.8,52.731379
The Astronaut's Wife (1999),Rand Ravich,Johnny Depp / Charlize Theron / Joe Morton,Drama / Science Fiction / Thriller,19598588,5.4,20.697556
The Guard (2011),John Michael McDonagh,Brendan Gleeson / Don Cheadle / Liam Cunningham,Action / Comedy / Thriller / Crime,19560274,6.8,19.411141
Margin Call (2011),J.C. Chandor,Kevin Spacey / Paul Bettany / Jeremy Irons,Thriller / Drama,19504039,6.7,26.259389
Timeline (2003),Richard Donner,Paul Walker / Frances O'Connor / Gerard Butler,Action / Adventure / Science Fiction,19480739,5.4,11.22268
Valiant (2005),Gary Chapman,Ewan McGregor / Ricky Gervais / Tim Curry,Animation / Family / Adventure,19478106,5.2,14.051852
Friday the 13th Part VI: Jason Lives (1986),Tom McLoughlin,Thom Mathews / Jennifer Cooke / David Kagen,Horror / Mystery / Thriller,19472057,5.7,11.158167
Seven Psychopaths (2012),Martin McDonagh,Colin Farrell / Sam Rockwell / Woody Harrelson,Comedy / Crime,19422261,6.7,32.306455
Get Carter (2000),Stephen T. Kay,Sylvester Stallone / Miranda Richardson / Rachael Leigh Cook,Action / Drama / Thriller / Crime,19412993,4.8,4.494788
Oceans (2009),Jacques Perrin,Pierce Brosnan / Jacques Perrin / Rie Miyazawa,Documentary / Family,19406406,7.3,10.706613
Saving Silverman (2001),Dennis Dugan,Jason Biggs / Steve Zahn / Jack Black,Comedy / Crime / Romance,19351569,5.4,12.887673
Duplex (2003),Danny DeVito,Ben Stiller / Drew Barrymore / Eileen Essell,Action / Comedy / Thriller,19322135,5.9,15.590001
Superman IV: The Quest for Peace (1987),Sidney J. Furie,Christopher Reeve / Margot Kidder / Gene Hackman,Action / Adventure / Science Fiction,19300000,4.1,17.062117
Cursed (2005),Wes Craven,Portia de Rossi / Christina Ricci / Jesse Eisenberg,Horror / Comedy,19294901,5.1,11.195593
A Christmas Story (1983),Bob Clark,Melinda Dillon / Darren McGavin / Peter Billingsley,Comedy / Family,19294144,7.4,15.128316
2046 (2004),Wong Kar-wai,Tony Leung Chiu-Wai / Zhang Ziyi / Faye Wong,Fantasy / Drama / Science Fiction / Romance,19271312,6.9,12.664787
The Best Offer (2013),Giuseppe Tornatore,Geoffrey Rush / Jim Sturgess / Sylvia Hoeks,Drama / Romance / Crime / Mystery,19255873,7.7,30.058263
The Replacement Killers (1998),Antoine Fuqua,Chow Yun-fat / Mira Sorvino / Michael Rooker,Action / Drama / Crime / Thriller,19204929,6.0,9.607391
Martin Lawrence Live: Runteldat (2002),Martin Lawrence,Martin Lawrence,Comedy,19184015,5.0,0.295226
Beerfest (2006),Jay Chandrasekhar,Erik Stolhanske / Jay Chandrasekhar / Steve Lemme,Comedy,19179969,5.8,14.304444
Friday the 13th Part VII: The New Blood (1988),John Carl Buechler,Kane Hodder / Lar Park Lincoln / Susan Jennifer Sullivan,Horror / Thriller,19170001,5.3,9.070842
Buried (2010),Rodrigo Cortés,Ryan Reynolds / José Luis García Pérez / Robert Paterson,Drama / Thriller / Mystery,19152480,6.6,32.841229
The Way of the Gun (2000),Christopher McQuarrie,Benicio del Toro / Ryan Phillippe / Juliette Lewis,Action / Crime / Drama / Thriller,19125401,6.4,8.775844
The Wave (2008),Dennis Gansel,Jürgen Vogel / Frederick Lau / Max Riemelt,Drama / Thriller,19000000,7.5,25.281197
Beneath the Planet of the Apes (1970),Ted Post,James Franciscus / Kim Hunter / Maurice Evans,Adventure / Science Fiction / Mystery,18999718,6.2,24.393296
Akeelah and the Bee (2006),Doug Atchison,Keke Palmer / Laurence Fishburne / Angela Bassett,Drama,18948425,6.7,4.932893
A Mighty Heart (2007),Michael Winterbottom,Angelina Jolie / Dan Futterman / Irrfan Khan,Drama / Thriller,18928871,6.7,9.717392
FearDotCom (2002),William Malone,Stephen Dorff / Natascha McElhone / Stephen Rea,Horror / Thriller,18902015,3.2,6.756886
Mr. Nice Guy (1997),Sammo Hung,Jackie Chan / Richard Norton / Miki Lee,Crime / Action / Comedy,18814720,6.3,7.077505
Sex Drive (2008),Sean Anders,Josh Zuckerman / Amanda Crew / Clark Duke,Comedy / Adventure / Romance,18755936,6.0,17.952817
A Mighty Wind (2003),Christopher Guest,Bob Balaban / Christopher Guest / John Michael Higgins,Comedy / Music,18750246,6.6,4.053017
3000 Miles to Graceland (2001),Demian Lichtenstein,Kurt Russell / Kevin Costner / Courteney Cox,Action / Adventure / Comedy / Thriller / Crime,18720175,5.8,11.262655
Glee: The Concert Movie (2011),Kevin Tancharoen,Dianna Agron / Lea Michele / Gwyneth Paltrow,Documentary / Music / Family,18663238,6.8,9.933926
Legends of Oz: Dorothy's Return (2013),Dan St. Pierre,Lea Michele / Dan Aykroyd / Patrick Stewart,Animation / Music / Family,18662027,5.9,6.682006
Anywhere But Here (1999),Wayne Wang,Susan Sarandon / Natalie Portman / Hart Bochner,Drama / Comedy / Romance,18653615,5.9,8.976738
Waiting... (2005),Rob McKittrick,Ryan Reynolds / Anna Faris / Justin Long,Comedy,18637690,6.2,10.230583
The Fan (1996),Tony Scott,Robert De Niro / Wesley Snipes / Ellen Barkin,Drama / Mystery / Thriller,18626419,5.7,4.366488
An Unfinished Life (2005),Lasse Hallström,Robert Redford / Jennifer Lopez / Morgan Freeman,Drama,18618284,6.7,6.353971
The Thirteenth Floor (1999),Josef Rusnak,Craig Bierko / Armin Mueller-Stahl / Gretchen Mol,Thriller / Science Fiction / Mystery,18564088,6.8,19.890428
The Quick and the Dead (1995),Sam Raimi,Sharon Stone / Gene Hackman / Russell Crowe,Action / Western,18552460,6.3,16.473355
An Ideal Husband (1999),Oliver Parker,Cate Blanchett / Minnie Driver / Rupert Everett,Drama / Comedy / Romance,18535191,6.3,4.519523
Super Troopers (2001),Jay Chandrasekhar,Jay Chandrasekhar / Steve Lemme / Kevin Heffernan,Comedy / Crime / Mystery,18492362,6.6,16.312803
[REC]² (2009),Jaume Balagueró,Manuela Velasco / Ferran Terraza / Claudia Silva,Thriller / Horror,18469680,6.4,22.341462
Ladyhawke (1985),Richard Donner,Matthew Broderick / Rutger Hauer / Michelle Pfeiffer,Adventure / Drama / Fantasy / Romance,18432000,6.8,14.370111
Repo Men (2010),Miguel Sapochnik,Jude Law / Forest Whitaker / Alice Braga,Action / Science Fiction / Thriller / Crime,18409891,6.2,25.799697
